date,campaign_id,campaign_name,keyword_id,keyword_search_term,device,article_id,article_title,article_author,total_cost,total_revenue,total_clicks,total_impressions
2025-03-26,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,5462,men’s hiking footwear,tablet,5387692,Men’s Hiking Footwear That Combines Comfort and Style,Sydney Lewis,1.37,9.09,1,8
2025-03-27,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,6182,all terrain hiking gear,tablet,4709493,How to Equip Yourself for Any Trail,Hayden Walker,1.51,12.49,1,13
2025-03-27,trailbound_hikingboots_remarketing,Trailbound Hikingboots Remarketing,8733,waterproof hiking boots,mobile,8374907,Waterproof Hiking Boots for Every Trail,Hayden Walker,2.93,11.99,2,42
2025-03-28,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6392,comfort running shoes,tablet,4173796,Best Picks for Long Runs,Skyler Wright,2.32,1.35,1,20
2025-03-28,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,8113,new sneaker drop,tablet,8220678,Sneaker Drop Tips for Collectors,Taylor Smith,1.21,4.53,1,13
2025-03-29,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,8113,new sneaker drop,tablet,8220678,Sneaker Drop Tips for Collectors,Taylor Smith,1.25,7.59,1,37
2025-03-30,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,2056,best sneakers 2025,tablet,7437783,Must-Have Sneakers for Every Collector,Cameron White,1.49,7.08,1,26
2025-03-31,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,2056,best sneakers 2025,tablet,6494771,Sneaker Trends That Are Here to Stay,Casey Brown,1.33,9.01,1,45
2025-04-01,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4691,running gear sale,tablet,9308409,How to Score Deals on Performance Wear,Skyler Wright,1.64,3.81,1,32
2025-04-01,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,7835,breathable running shirts,desktop,8709348,Running Shirts to Stay Cool,Hayden Walker,1.69,10.64,1,21
2025-04-04,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,7724,mobile exclusive sneakers,mobile,5639437,How to Shop Sneakers on Your Phone,Taylor Smith,2.29,2.46,1,24
2025-04-05,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,5496,women’s running leggings,tablet,2929448,Leggings That Combine Comfort and Style,Skyler Wright,2.05,17.67,1,31
2025-04-06,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6122,limited edition shoes,tablet,8644765,Tips for Buying Exclusive Sneakers,Reagan Allen,2.07,3.79,1,33
2025-04-07,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6392,comfort running shoes,tablet,4173796,Best Picks for Long Runs,Skyler Wright,2.44,17.35,1,28
2025-04-08,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6122,limited edition shoes,tablet,6540085,How to Spot the Best Limited Edition Sneakers,Quinn Clark,2.54,15.32,1,16
2025-04-08,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,7724,mobile exclusive sneakers,mobile,5639437,How to Shop Sneakers on Your Phone,Taylor Smith,2.22,2.49,1,23
2025-04-08,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,8113,new sneaker drop,tablet,3103893,How to Grab Limited Releases Quickly,Jordan Lee,1.47,15.39,1,21
2025-04-09,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4011,men’s performance shorts,tablet,4586735,Shorts for Running and Gym,Jamie Thompson,1.87,6.27,1,36
2025-04-10,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,2056,best sneakers 2025,tablet,6494771,Sneaker Trends That Are Here to Stay,Casey Brown,1.29,3.4,1,39
2025-04-10,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,2056,best sneakers 2025,tablet,7437783,Must-Have Sneakers for Every Collector,Cameron White,1.24,14.77,1,49
2025-04-10,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6122,limited edition shoes,tablet,6540085,How to Spot the Best Limited Edition Sneakers,Quinn Clark,1.98,18.76,1,45
2025-04-10,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,2703,cotton bathrobe sale,tablet,1188163,How to Pick the Right Cotton Bathrobe,Taylor Smith,2.19,4.22,1,30
2025-04-10,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4691,running gear sale,tablet,9308409,How to Score Deals on Performance Wear,Skyler Wright,1.39,2.34,1,22
2025-04-10,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,6220,marathon training gear,desktop,1627537,Marathon Training Gear You Need to Succeed,Jordan Lee,1.87,19.6,1,33
2025-04-11,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,7835,breathable running shirts,desktop,8709348,Running Shirts to Stay Cool,Hayden Walker,1.94,16.37,1,39
2025-04-12,peakcomfort_sneakerdrop_mobileonly,Peakcomfort Sneakerdrop Mobileonly,6392,comfort running shoes,tablet,4173796,Best Picks for Long Runs,Skyler Wright,2.2,6.78,1,44
2025-04-12,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,9485,soft bath mats,desktop,7103188,How to Pick the Perfect Bath Mat,Hayden Walker,0.99,18.62,1,30
2025-04-12,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,5496,women’s running leggings,tablet,2684908,Top Leggings for Every Workout,Hayden Walker,2.46,10.51,1,41
2025-04-12,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,7835,breathable running shirts,desktop,3078380,How to Pick the Best Materials for Training,Sydney Lewis,1.86,7.02,1,47
2025-04-13,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,6220,marathon training gear,desktop,1627537,Marathon Training Gear You Need to Succeed,Jordan Lee,1.8,9.95,1,27
2025-04-14,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,5496,women’s running leggings,tablet,2929448,Leggings That Combine Comfort and Style,Skyler Wright,2.34,5.23,1,9
2025-04-15,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,2703,cotton bathrobe sale,tablet,4627313,Best Deals on Plush Robes,Avery Martinez,1.74,15.75,1,48
2025-04-15,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,4508,luxury towel sets,desktop,1344705,Top Luxury Towels Worth Investing In,Devon Scott,2.76,10.95,1,34
2025-04-15,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8956,spa style bathroom decor,desktop,4409711,Elegant Spa Décor Ideas for Your Bathroom,Devon Scott,2.11,9.24,1,45
2025-04-15,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8956,spa style bathroom decor,desktop,6323974,How to Create a Relaxing Home Spa,Rowan King,1.96,6.35,1,44
2025-04-16,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8074,bathroom refresh ideas,mobile,9943847,Tips to Modernize Your Bathroom on a Budget,Morgan Davis,2.6,16.16,1,12
2025-04-17,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,2703,cotton bathrobe sale,tablet,1188163,How to Pick the Right Cotton Bathrobe,Taylor Smith,1.99,17.54,1,37
2025-04-18,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4691,running gear sale,tablet,9308409,How to Score Deals on Performance Wear,Skyler Wright,1.32,5.71,1,39
2025-04-19,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8074,bathroom refresh ideas,mobile,6815869,Affordable Ways to Upgrade Your Bathroom,Dakota Garcia,2.01,2.48,1,50
2025-04-20,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8956,spa style bathroom decor,desktop,6323974,How to Create a Relaxing Home Spa,Rowan King,2.38,4.03,1,48
2025-04-20,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,5496,women’s running leggings,tablet,2684908,Top Leggings for Every Workout,Hayden Walker,2.28,5.56,1,48
2025-04-23,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,6220,marathon training gear,desktop,1627537,Marathon Training Gear You Need to Succeed,Jordan Lee,1.83,6.8,1,34
2025-04-24,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4011,men’s performance shorts,tablet,8853332,Best Options for Comfort and Mobility,Emerson Young,1.94,10.81,1,43
2025-04-24,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,7835,breathable running shirts,desktop,8709348,Running Shirts to Stay Cool,Hayden Walker,1.98,18.65,1,5
2025-04-25,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,4508,luxury towel sets,desktop,1344705,Top Luxury Towels Worth Investing In,Devon Scott,2.09,5.25,1,8
2025-04-26,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4011,men’s performance shorts,tablet,8853332,Best Options for Comfort and Mobility,Emerson Young,2.21,6.96,1,13
2025-04-26,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,5496,women’s running leggings,tablet,2929448,Leggings That Combine Comfort and Style,Skyler Wright,2.7,9.79,1,36
2025-04-26,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,6220,marathon training gear,desktop,1627537,Marathon Training Gear You Need to Succeed,Jordan Lee,1.89,14.57,1,7
2025-04-27,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,9485,soft bath mats,desktop,1142247,Soft Bath Mats for Maximum Comfort,Payton Green,1.19,14.38,1,12
2025-04-27,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4011,men’s performance shorts,tablet,4586735,Shorts for Running and Gym,Jamie Thompson,2.51,3.42,1,36
2025-04-27,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,6220,marathon training gear,desktop,1627537,Marathon Training Gear You Need to Succeed,Jordan Lee,1.88,1.11,1,16
2025-04-29,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,4508,luxury towel sets,desktop,1344705,Top Luxury Towels Worth Investing In,Devon Scott,2.66,2.34,1,50
2025-04-29,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,4011,men’s performance shorts,tablet,8853332,Best Options for Comfort and Mobility,Emerson Young,2.54,7.86,1,14
2025-04-29,swiftstep_runninggear_conversiontest,Swiftstep Runninggear Conversiontest,7835,breathable running shirts,desktop,3078380,How to Pick the Best Materials for Training,Sydney Lewis,1.91,13.15,1,22
2025-05-01,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8074,bathroom refresh ideas,mobile,6815869,Affordable Ways to Upgrade Your Bathroom,Dakota Garcia,2.45,6.91,1,9
2025-05-01,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,8074,bathroom refresh ideas,mobile,9943847,Tips to Modernize Your Bathroom on a Budget,Morgan Davis,2.56,19.18,1,23
2025-05-03,pureform_athleticpush_may2025,Pureform Athleticpush May2025,4562,running compression shorts,desktop,3637028,Choosing the Right Compression Gear for Training,Emerson Young,2.49,8.25,1,44
2025-05-04,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3048,athletic wear men sale,tablet,9706178,Affordable Men’s Activewear Options,Hayden Walker,1.59,12.11,1,47
2025-05-06,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3037,gym outfits for women,mobile,7517505,Stylish Gym Outfits for Women,Emerson Young,2.85,14.54,1,31
2025-05-06,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,9485,soft bath mats,desktop,7103188,How to Pick the Perfect Bath Mat,Hayden Walker,1.11,2.96,1,45
2025-05-09,softlanding_bathcollection_q2promo,Softlanding Bathcollection Q2Promo,2703,cotton bathrobe sale,tablet,4627313,Best Deals on Plush Robes,Avery Martinez,2.41,7.69,1,5
2025-05-10,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8372,performance workout gear,tablet,2949889,Top Workout Gear for Peak Performance,Skyler Wright,1.06,15.05,1,48
2025-05-10,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8423,best activewear 2025,mobile,9839316,Must-Have Pieces for Your Active Lifestyle,Cameron White,1.34,19.01,1,29
2025-05-11,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8372,performance workout gear,tablet,8981371,Best Performance Workout Gear for Athletes,Morgan Davis,0.97,3.85,1,15
2025-05-12,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8372,performance workout gear,tablet,2949889,Top Workout Gear for Peak Performance,Skyler Wright,0.98,4.46,1,40
2025-05-13,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3037,gym outfits for women,mobile,7517505,Stylish Gym Outfits for Women,Emerson Young,2.16,9.74,1,49
2025-05-13,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3037,gym outfits for women,mobile,8130934,How to Build the Perfect Workout Wardrobe,Alex Johnson,2.02,1.41,1,40
2025-05-14,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3048,athletic wear men sale,tablet,9706178,Affordable Men’s Activewear Options,Hayden Walker,1.26,19.25,1,31
2025-05-16,pureform_athleticpush_may2025,Pureform Athleticpush May2025,4562,running compression shorts,desktop,7332553,Running Compression Shorts That Improve Performance,Rowan King,2.24,6.81,1,48
2025-05-22,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,6512,modern cookware sets,desktop,1950178,Modern Cookware Sets for Every Chef,Dakota Garcia,1.75,16.33,1,30
2025-05-22,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,6512,modern cookware sets,desktop,5516038,Choosing the Best Cookware for Your Kitchen,Devon Scott,1.72,17.8,1,24
2025-05-22,pureform_athleticpush_may2025,Pureform Athleticpush May2025,4562,running compression shorts,desktop,7332553,Running Compression Shorts That Improve Performance,Rowan King,2.16,2.24,1,36
2025-05-23,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8372,performance workout gear,tablet,8981371,Best Performance Workout Gear for Athletes,Morgan Davis,1.03,10.88,1,6
2025-05-24,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2327,kitchenware sale,desktop,3539626,Must-Have Kitchenware on Sale Now,Jordan Lee,1.84,9.67,1,43
2025-05-25,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3048,athletic wear men sale,tablet,9636132,How to Choose Quality Men’s Athletic Wear,Sydney Lewis,1.29,15.67,1,15
2025-05-25,pureform_athleticpush_may2025,Pureform Athleticpush May2025,4562,running compression shorts,desktop,7332553,Running Compression Shorts That Improve Performance,Rowan King,1.95,7.98,1,7
2025-05-26,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8423,best activewear 2025,mobile,5325173,Best Activewear Trends to Watch in 2025,Quinn Clark,1.66,3.9,1,38
2025-05-27,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2631,new kitchen products,desktop,2910609,Must-Have Kitchen Products for 2025,Hayden Walker,1.96,17.79,1,5
2025-05-27,pureform_athleticpush_may2025,Pureform Athleticpush May2025,3048,athletic wear men sale,tablet,1621279,Top Men’s Activewear Picks on Discount,Parker Hall,1.25,17.15,1,15
2025-05-27,pureform_athleticpush_may2025,Pureform Athleticpush May2025,8423,best activewear 2025,mobile,5325173,Best Activewear Trends to Watch in 2025,Quinn Clark,1.53,17.81,1,43
2025-05-28,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,3832,nonstick pans 2025,desktop,5957683,How to Choose the Right Pan,Quinn Clark,0.97,19.47,1,5
2025-05-28,pureform_athleticpush_may2025,Pureform Athleticpush May2025,4562,running compression shorts,desktop,3637028,Choosing the Right Compression Gear for Training,Emerson Young,2.01,12.45,1,22
2025-05-31,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,9177,ceramic dinnerware,tablet,7744355,Ceramic Dinnerware That Elevates Any Table,Jamie Thompson,1.09,18.95,1,13
2025-06-02,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2631,new kitchen products,desktop,2910609,Must-Have Kitchen Products for 2025,Hayden Walker,2.53,2.09,1,8
2025-06-07,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,6512,modern cookware sets,desktop,5516038,Choosing the Best Cookware for Your Kitchen,Devon Scott,1.83,7.98,1,44
2025-06-07,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,9177,ceramic dinnerware,tablet,7744355,Ceramic Dinnerware That Elevates Any Table,Jamie Thompson,1.14,2.6,1,20
2025-06-11,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,9177,ceramic dinnerware,tablet,9679446,Stylish Ceramic Sets for Every Occasion,Cameron White,2.13,14.91,2,87
2025-06-14,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,3832,nonstick pans 2025,desktop,1332583,Top Nonstick Pans to Upgrade Your Cooking,Reagan Allen,1.07,7.51,1,17
2025-06-17,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,9177,ceramic dinnerware,tablet,7744355,Ceramic Dinnerware That Elevates Any Table,Jamie Thompson,0.93,7.47,1,26
2025-06-22,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2327,kitchenware sale,desktop,3539626,Must-Have Kitchenware on Sale Now,Jordan Lee,1.73,11.11,1,13
2025-06-22,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,3832,nonstick pans 2025,desktop,1332583,Top Nonstick Pans to Upgrade Your Cooking,Reagan Allen,1.24,3.33,1,11
2025-06-25,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2327,kitchenware sale,desktop,5499959,How to Stock Your Kitchen Affordably,Morgan Davis,1.98,11.5,1,45
2025-06-28,casamira_kitchenware_seasonallaunch,Casamira Kitchenware Seasonallaunch,2631,new kitchen products,desktop,8947680,Innovative Tools and Gadgets for Home Cooking,Quinn Clark,2.33,1.92,1,15
